Rooms,Type,Price,Bathroom,Landsize,YearBuilt,Regionname,h,t,u,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria
3,h,840000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,t,1050173.344955408,1.0,85.0,2009.0,Eastern Metropolitan,0,1,0,1,0,0,0,0,0,0,0
2,u,752000.0,2.0,521.0,1970.0,Eastern Metropolitan,0,0,1,1,0,0,0,0,0,0,0
4,h,1480000.0,2.0,656.0,1965.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1300000.0,2.0,872.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1400000.0,2.0,664.0,1980.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1542000.0,2.0,980.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,t,1050173.344955408,2.0,521.0,1970.0,Eastern Metropolitan,0,1,0,1,0,0,0,0,0,0,0
3,h,1050173.344955408,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1740000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1380000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,u,950000.0,2.0,521.0,1970.0,Eastern Metropolitan,0,0,1,1,0,0,0,0,0,0,0
5,h,1360000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1100000.0,3.0,661.0,1965.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1489000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,u,782000.0,1.0,261.0,1984.0,Eastern Metropolitan,0,0,1,1,0,0,0,0,0,0,0
3,h,1050173.344955408,2.0,656.0,1980.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,t,1090000.0,3.0,242.0,1995.0,Eastern Metropolitan,0,1,0,1,0,0,0,0,0,0,0
3,h,1700000.0,2.0,820.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1355000.0,1.0,814.0,1965.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1880000.0,2.0,814.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1545000.0,3.0,647.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1955000.0,2.0,1033.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,u,655000.0,2.0,521.0,1970.0,Eastern Metropolitan,0,0,1,1,0,0,0,0,0,0,0
2,u,440000.0,1.0,921.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,1700000.0,2.0,763.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1070000.0,1.0,363.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,u,1000000.0,2.0,521.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
4,h,1050173.344955408,2.0,631.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,h,745000.0,1.0,342.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1400000.0,2.0,267.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1000000.0,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1400000.0,2.0,359.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
5,h,2020000.0,3.0,900.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,1050173.344955408,2.0,0.0,2013.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
1,u,325000.0,1.0,0.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,1400000.0,1.0,578.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,700000.0,1.0,251.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
4,h,1510000.0,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
5,h,1652000.0,2.0,697.0,1920.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1131000.0,1.0,387.0,1900.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
5,h,1607500.0,3.0,695.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,450000.0,1.0,0.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
1,u,310000.0,1.0,845.0,1977.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,1400000.0,1.0,476.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1720000.0,2.0,639.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,983000.0,3.0,309.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
1,u,330000.0,1.0,0.0,2014.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
4,t,1162500.0,2.0,230.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,1926000.0,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,707000.0,1.0,179.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,u,700000.0,1.0,227.0,2005.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
8,h,1050173.344955408,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
8,h,1050173.344955408,3.0,1160.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,510000.0,2.0,0.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
2,u,610000.0,1.0,0.0,2012.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,960000.0,2.0,411.0,1990.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
1,h,350000.0,1.0,46.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,1.0,532.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
1,u,426500.0,1.0,62.0,1960.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
2,u,676000.0,1.0,0.0,2002.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,300.0,2000.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1050173.344955408,1.0,405.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1500000.0,1.0,574.0,1925.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,2035000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,700000.0,1.0,650.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,660000.0,1.0,585.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,741000.0,1.0,578.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,640000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,688000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,949500.0,1.0,689.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,u,532000.0,2.0,207.0,2007.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,698000.0,1.0,602.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,687000.0,2.0,577.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,670000.0,1.0,585.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1000000.0,1.0,1069.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,599000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,445000.0,1.0,196.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,730000.0,1.0,638.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,600000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
2,h,725000.0,1.0,606.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,585.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,668000.0,1.0,540.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,328000.0,1.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,t,543500.0,3.0,247.0,2011.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
2,h,1050173.344955408,1.0,226.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1200000.0,1.0,204.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
1,u,330000.0,1.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,h,846000.0,1.0,160.0,1880.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1050173.344955408,1.0,176.0,1880.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1345000.0,1.0,176.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1802500.0,2.0,182.0,1880.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1520000.0,1.0,138.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1625000.0,1.0,204.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,2555000.0,1.0,340.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,1050173.344955408,1.0,4296.0,2011.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
1,u,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,h,1055000.0,1.0,192.0,1910.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
1,h,950000.0,1.0,138.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1100000.0,1.0,186.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1250000.0,2.0,226.0,2002.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,t,615000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
2,t,668000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
2,h,953000.0,1.0,274.0,1930.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
1,u,1050173.344955408,1.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,603000.0,1.0,0.0,1890.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,940000.0,1.0,320.0,1940.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
5,h,1550000.0,1.0,432.0,1915.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,500000.0,1.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,450000.0,1.0,0.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,390000.0,1.0,472.0,1960.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,1205000.0,1.0,251.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1085000.0,1.0,180.0,1991.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,289.0,1910.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1060000.0,1.0,209.0,1890.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,917000.0,1.0,143.0,1890.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,392500.0,1.0,1783.0,1960.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,1320000.0,1.0,482.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,400000.0,1.0,521.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,985000.0,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,t,803000.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
2,h,885000.0,1.0,267.0,1890.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,2.0,313.0,1980.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,t,485000.0,2.0,0.0,2011.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,t,760000.0,1.0,219.0,2011.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,1375000.0,2.0,487.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1270000.0,1.0,452.0,1913.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,871000.0,1.0,267.0,1900.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1050173.344955408,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,360000.0,1.0,761.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
1,u,315000.0,1.0,0.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,h,831000.0,1.0,210.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,t,961000.0,3.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
2,u,1050173.344955408,1.0,2253.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
2,h,882000.0,1.0,172.0,1900.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,895000.0,1.0,272.0,1920.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,560000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,425000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
1,u,260000.0,1.0,1162.0,1965.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,730000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,535000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,575000.0,2.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,770000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
1,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,950000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,1452000.0,2.0,269.0,1997.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,721000.0,2.0,2696.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1800000.0,1.0,732.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1253000.0,2.0,0.0,1995.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,h,1050173.344955408,1.0,666.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,744.0,1890.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,1050173.344955408,2.0,272.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,364.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,1950000.0,2.0,794.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,172.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,2085000.0,1.0,715.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1760000.0,3.0,622.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,710000.0,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,2340000.0,2.0,586.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,1088.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,3310000.0,3.0,662.0,1988.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,552.0,1915.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1601000.0,1.0,453.0,1930.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,t,797000.0,1.0,97.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,886.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,3.0,913.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,910000.0,1.0,157.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1315000.0,2.0,184.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,683000.0,1.0,697.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1158000.0,1.0,1011.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,793000.0,1.0,677.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,780000.0,1.0,742.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,t,420000.0,2.0,1137.0,2009.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,895000.0,1.0,697.0,1955.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,671000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,622250.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
2,h,800000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,t,570000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,885000.0,1.0,751.0,1972.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,597500.0,1.0,663.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,656.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,690000.0,1.0,650.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,822000.0,1.0,738.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,u,500000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,710000.0,1.0,587.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,t,512500.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,510000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,730000.0,2.0,563.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,901000.0,1.0,702.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,541000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,810000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,650000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,t,580000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,643000.0,1.0,674.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
5,t,645000.0,1.0,227.0,2013.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,t,595000.0,1.0,258.0,2001.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,820000.0,1.0,697.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1050000.0,3.0,715.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,1050173.344955408,1.0,56.0,2003.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,621000.0,1.0,694.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,705000.0,1.0,694.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,u,590000.0,2.0,0.0,2009.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,t,680000.0,2.0,243.0,2014.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,640000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,935000.0,1.0,666.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,720000.0,2.0,300.0,2013.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,725000.0,1.0,585.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,740000.0,1.0,605.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,880000.0,3.0,530.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,630000.0,2.0,240.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,1615000.0,1.0,681.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,2513000.0,2.0,766.0,1930.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,238.0,1999.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,766.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,1.0,103.0,1960.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,629.0,1930.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,1910000.0,2.0,351.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,1620000.0,2.0,699.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,1050173.344955408,1.0,0.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1789000.0,1.0,650.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,t,837000.0,2.0,516.0,2007.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,672.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,2500000.0,3.0,684.0,2008.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,665000.0,1.0,136.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,566.0,1928.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,2.0,557.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1560000.0,1.0,611.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,580.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,1050173.344955408,3.0,398.0,2005.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,u,860000.0,1.0,90.0,1962.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1475000.0,1.0,251.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,840000.0,1.0,171.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,1326000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1610000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,u,500000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,h,1436000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,t,993000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,t,1150000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
2,u,1175000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,217.0,1880.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1700000.0,1.0,338.0,1910.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,440000.0,1.0,0.0,1960.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
