id,zipcode,sqft,bedrooms,bathrooms,floors,year_built,lot_size,garage_spaces,has_pool,has_fireplace,condition,heating_type,hoa_fee,days_on_market,walk_score,crime_rate,price,price_per_sqft,age,is_new
1290,75001,2643,4,3.2,2,2012,14859,2,0,1,4,Gas,0.0,50,74.6,43.0,843748,319.24,13,0
1291,75013,1503,1,3.0,1,1972,5819,1,1,1,4,Gas,137.89,22,49.4,24.2,708041,471.09,53,0
1292,75013,2712,2,2.4,2,1956,7234,2,1,0,4,Gas,0.0,69,51.3,19.4,975968,359.87,69,0
1293,75013,1546,6,2.3,2,1992,6622,0,0,1,5,Solar,0.0,25,69.9,55.7,789021,510.36,33,0
1294,75001,1733,2,3.4,1,1961,16271,2,0,0,2,Gas,247.52,83,94.4,47.3,618009,356.61,64,0
1295,75006,2435,3,1.8,1,2001,7565,2,0,1,3,Electric,0.0,120,64.6,49.9,622214,255.53,24,0
1296,75007,2107,6,4.4,2,1958,5060,3,0,1,5,Gas,0.0,88,70.5,59.9,605098,287.18,67,0
1297,75013,1986,3,1.6,1,1977,5030,2,0,0,2,Gas,0.0,45,87.5,35.0,837627,421.77,48,0
1298,75002,2104,5,1.4,2,1953,2188,1,0,1,3,Solar,0.0,138,55.4,19.3,652364,310.06,72,0
1299,75006,2788,3,4.4,2,1992,10400,2,0,1,5,Electric,0.0,191,74.7,33.7,829487,297.52,33,0
1300,75010,2041,2,2.7,2,1969,3766,1,1,1,4,Gas,0.0,141,56.9,25.1,845649,414.33,56,0
1301,75002,2447,5,2.5,2,1984,8264,1,0,1,4,Gas,0.0,39,64.9,49.2,862796,352.59,41,0
1302,75009,2432,1,3.3,2,2009,7311,1,1,1,5,Gas,0.0,175,43.3,4.5,618227,254.21,16,0
1303,75010,3253,2,1.6,1,1995,7014,2,0,1,3,Gas,0.0,82,51.5,40.3,1005192,309.0,30,0
1304,75002,2830,7,3.5,1,1953,6793,2,0,0,4,Electric,274.71,122,52.9,39.6,1047634,370.19,72,0
1305,75002,2423,7,1.8,2,1968,1388,1,0,0,4,Gas,0.0,106,70.6,48.3,749777,309.44,57,0
1306,75010,2432,4,2.4,1,1964,3866,1,0,0,5,Gas,0.0,100,78.9,33.7,833447,342.7,61,0
1307,75010,2101,2,2.3,1,1990,7569,2,0,0,2,Gas,0.0,82,61.2,38.3,869967,414.07,35,0
1308,75013,1903,2,1.3,1,1980,11126,1,0,0,2,Gas,0.0,47,88.3,35.3,749462,393.83,45,0
1309,75006,1993,1,3.1,2,2012,8158,1,0,1,4,Solar,724.87,108,57.2,24.1,625489,313.84,13,0
1310,75009,2015,2,3.6,1,1975,7133,2,0,0,4,Gas,0.0,151,78.5,25.4,519301,257.72,50,0
1311,75001,1730,3,2.1,1,1993,7439,2,0,1,3,Gas,0.0,168,66.6,17.2,561932,324.82,32,0
1312,75007,1752,1,1.8,2,1972,2543,2,0,0,2,Solar,0.0,29,63.5,44.2,486209,277.52,53,0
1313,75002,1962,5,2.7,2,2022,13523,1,0,1,3,Electric,0.0,47,59.8,79.5,786401,400.82,3,1
1314,75006,1805,2,1.4,1,2021,3016,1,1,1,3,Solar,142.7,9,72.0,36.6,577527,319.96,4,1
1315,75010,1884,3,1.0,2,1964,9767,0,0,1,1,Gas,0.0,157,65.6,60.7,675542,358.57,61,0
1316,75010,1900,3,2.4,1,2014,6078,2,0,0,3,Gas,0.0,51,77.1,35.0,644957,339.45,11,0
1317,75010,2544,6,3.3,2,2011,7869,1,0,0,1,Gas,0.0,7,73.2,52.9,935950,367.9,14,0
1318,75001,2475,4,3.8,2,1974,300,2,0,1,4,Electric,0.0,160,50.2,41.7,946571,382.45,51,0
1319,75002,2615,1,2.8,2,1970,13121,2,0,0,5,Electric,0.0,86,59.0,42.3,850860,325.38,55,0
1320,75013,2747,6,2.6,1,1964,4879,1,0,1,5,Gas,610.82,105,68.5,40.6,1213282,441.68,61,0
1321,75007,1568,6,2.8,2,2006,1616,2,0,1,4,Solar,0.0,118,61.6,41.1,588268,375.17,19,0
1322,75009,2017,6,2.3,1,1994,2635,2,0,0,2,Gas,0.0,40,69.6,31.4,504049,249.9,31,0
1323,75001,2181,2,1.4,2,1990,4037,1,0,1,4,Electric,0.0,14,34.3,64.3,687140,315.06,35,0
1324,75009,2265,2,1.9,1,1951,4142,0,0,1,4,Solar,0.0,148,74.7,42.5,554098,244.63,74,0
1325,75010,2308,3,1.9,2,2014,8480,0,0,0,4,Gas,0.0,81,73.2,15.5,949516,411.4,11,0
1326,75001,2852,4,2.6,1,1981,8936,1,0,1,3,Electric,0.0,88,57.1,51.6,969846,340.06,44,0
1327,75001,1671,5,3.4,1,2020,10383,3,0,1,2,Electric,0.0,34,58.7,59.4,661008,395.58,5,1
1328,75006,2138,3,4.7,2,1985,8382,2,0,1,5,Electric,0.0,138,56.7,34.5,729119,341.03,40,0
1329,75013,1270,6,1.0,2,1951,5822,2,0,1,5,Electric,218.6,115,50.6,46.3,734249,578.15,74,0
1330,75002,2250,4,1.6,1,1963,3908,2,0,1,3,Gas,0.0,105,50.2,73.6,730951,324.87,62,0
1331,75001,1045,4,3.3,2,1982,3666,2,0,1,5,Gas,0.0,146,75.5,33.5,545981,522.47,43,0
1332,75010,2216,1,4.3,2,1962,4190,2,0,1,2,Gas,0.0,89,72.4,52.0,730857,329.81,63,0
1333,75010,2745,3,3.5,2,2006,1045,1,0,1,4,Gas,0.0,98,60.6,82.3,1131091,412.06,19,0
1334,75009,2373,6,2.0,2,1983,2659,2,0,0,3,Gas,0.0,45,69.0,49.9,549626,231.62,42,0
1335,75013,1362,5,3.2,2,2015,5945,2,0,0,4,Solar,0.0,41,47.2,45.9,611649,449.08,10,0
1336,75002,1535,4,2.5,2,2021,11002,2,0,1,3,Electric,0.0,7,69.2,48.2,526030,342.69,4,1
1337,75002,2370,8,1.3,1,1968,8700,1,1,1,5,Electric,0.0,119,68.6,31.6,993848,419.35,57,0
1338,75001,1933,4,1.8,2,2014,3492,2,0,1,4,Gas,0.0,53,96.4,59.4,770987,398.86,11,0
1339,75009,693,8,3.1,1,1993,4735,1,0,0,1,Electric,295.77,124,82.5,37.3,290577,419.3,32,0
1340,75013,2850,2,2.7,1,1991,12096,2,0,0,1,Gas,0.0,138,82.8,29.3,1002700,351.82,34,0
1341,75009,2111,4,2.1,2,1969,2968,1,0,0,3,Electric,0.0,29,56.2,37.5,550917,260.97,56,0
1342,75001,1142,3,2.2,2,1955,12308,0,0,1,3,Gas,0.0,189,32.6,18.0,517998,453.59,70,0
1343,75010,2141,5,1.9,1,1967,5844,1,0,1,2,None,0.0,116,60.0,30.2,774845,361.91,58,0
1344,75010,3329,6,2.1,2,1996,7907,2,0,1,5,Gas,0.0,133,78.9,31.7,1286837,386.55,29,0
1345,75002,1912,2,1.6,2,2024,8722,1,0,0,4,Gas,0.0,118,66.8,22.3,713250,373.04,1,1
1346,75010,1903,2,2.3,2,1976,7971,2,0,1,3,Electric,0.0,153,69.7,54.1,731268,384.27,49,0
1347,75013,1615,8,2.5,1,1989,7210,3,0,0,2,Electric,0.0,21,68.0,33.1,743830,460.58,36,0
1348,75006,2388,1,2.2,2,1995,9867,1,0,1,4,None,0.0,6,51.9,65.8,780959,327.03,30,0
1349,75006,2151,4,2.0,2,1953,8429,2,0,1,4,Gas,0.0,65,55.7,36.2,612227,284.62,72,0
1350,75009,2487,3,1.9,2,1953,7808,2,0,0,3,Gas,0.0,67,52.6,44.0,587265,236.13,72,0
1351,75013,1565,3,3.1,2,2019,7660,1,0,1,4,Electric,0.0,14,31.9,43.4,792056,506.11,6,0
1352,75010,2437,3,1.6,1,2010,7792,2,0,1,3,Solar,0.0,12,48.4,51.8,774294,317.72,15,0
1353,75010,1293,1,1.2,2,1993,8374,0,0,0,3,Electric,0.0,138,56.6,55.5,460741,356.33,32,0
1354,75010,2298,8,1.8,2,2009,9258,3,0,1,2,Gas,0.0,25,92.0,21.7,790357,343.93,16,0
1355,75013,1525,5,1.5,2,2017,6055,2,0,1,4,Electric,0.0,4,63.7,62.9,668971,438.67,8,0
1356,75010,2023,2,3.1,1,1963,1781,2,0,0,2,Gas,0.0,18,49.5,41.2,741034,366.3,62,0
1357,75002,1065,4,2.8,1,2002,2843,2,0,1,5,Gas,0.0,7,58.2,14.4,553736,519.94,23,0
1358,75002,2059,3,1.1,2,2003,7239,2,0,0,4,Solar,0.0,133,87.1,42.4,709515,344.59,22,0
1359,75002,1988,7,3.2,2,2015,5942,2,0,1,3,Gas,0.0,81,81.1,52.1,798285,401.55,10,0
1360,75002,1083,6,1.8,2,1985,5622,1,1,1,3,Electric,0.0,148,53.6,8.4,526870,486.49,40,0
1361,75002,3039,5,1.5,2,2009,8807,1,0,1,1,Gas,0.0,97,75.9,51.3,1091260,359.09,16,0
1362,75013,2373,6,1.5,1,1985,5805,2,0,1,3,Electric,0.0,148,50.9,31.7,1033465,435.51,40,0
1363,75013,1346,1,1.2,1,2001,7265,2,0,0,3,Gas,0.0,112,68.1,42.5,676302,502.45,24,0
1364,75001,1395,2,2.6,1,1997,6418,1,0,0,4,Electric,146.09,36,78.1,56.7,641714,460.01,28,0
1365,75001,1851,2,4.4,1,1982,8889,2,0,0,4,Gas,0.0,21,65.9,24.6,779544,421.15,43,0
1366,75013,1659,4,1.8,1,1974,4349,2,0,1,3,Gas,0.0,21,50.3,9.0,750949,452.65,51,0
1367,75009,1944,7,2.6,1,2019,5856,1,0,0,4,Gas,0.0,175,60.1,0.0,511196,262.96,6,0
1368,75002,699,3,2.5,2,1996,7400,2,0,1,3,Gas,0.0,97,60.2,27.7,375789,537.61,29,0
1369,75007,3015,5,2.4,1,1965,6877,1,0,0,2,Electric,0.0,55,48.1,26.3,862545,286.08,60,0
1370,75001,1570,4,3.4,2,1998,10076,1,1,0,4,Electric,0.0,8,66.8,62.7,663379,422.53,27,0
1371,75013,2727,2,3.3,2,2022,5658,3,1,0,4,Solar,0.0,100,53.5,45.8,1085313,397.99,3,1
1372,75001,1899,2,1.5,2,1954,2844,1,0,1,5,Electric,507.14,17,65.0,42.2,762087,401.31,71,0
1373,75010,3469,5,2.7,2,1967,3797,1,0,0,4,Electric,396.27,32,46.4,73.3,1252681,361.11,58,0
1374,75013,2515,4,1.5,1,1960,1311,1,0,1,4,None,0.0,96,55.6,27.8,997772,396.73,65,0
1375,75010,2637,1,2.8,2,2004,300,3,0,1,3,Gas,0.0,150,100.0,40.3,962905,365.15,21,0
1376,75001,2717,4,1.0,1,2012,13525,2,0,0,4,Gas,0.0,115,67.9,37.0,971435,357.54,13,0
1377,75009,2050,7,2.6,1,2014,11625,1,0,0,5,Gas,0.0,162,35.0,35.7,577019,281.47,11,0
1378,75001,2090,3,2.1,1,1993,5344,1,0,1,3,Gas,0.0,14,84.2,48.0,737923,353.07,32,0
1379,75013,1925,3,3.6,1,1964,3251,1,0,1,5,Gas,0.0,183,45.1,35.0,807063,419.25,61,0
1380,75010,2217,1,2.0,2,2015,6114,2,0,1,3,Gas,0.0,193,66.8,29.6,858989,387.46,10,0
1381,75013,2045,5,2.4,1,1988,4953,3,0,1,4,Gas,0.0,91,52.3,27.8,950685,464.88,37,0
1382,75001,2217,2,3.9,1,1997,5463,2,0,0,3,Gas,0.0,101,32.5,39.5,719782,324.66,28,0
1383,75007,1524,4,3.0,2,1965,7386,1,0,1,3,Gas,0.0,20,42.1,43.8,469019,307.76,60,0
1384,75009,1750,8,2.8,1,1973,15009,3,0,1,3,Electric,418.07,132,58.0,34.3,553042,316.02,52,0
1385,75001,2333,4,2.2,2,1981,5579,3,0,0,2,Solar,0.0,130,59.9,57.5,708727,303.78,44,0
1386,75010,2013,3,2.4,1,1950,5891,0,0,1,4,Electric,0.0,111,40.3,43.7,794596,394.73,75,0
1387,75009,2291,1,1.3,1,2014,9478,2,0,0,3,Electric,260.84,163,59.0,71.5,467552,204.08,11,0
1388,75006,2403,4,1.6,1,1953,3497,2,0,0,5,Electric,0.0,117,82.8,42.5,781822,325.35,72,0
1389,75007,2533,5,2.2,2,1983,9148,1,0,0,3,Gas,0.0,106,65.2,41.6,681861,269.19,42,0
1390,75010,2296,4,3.1,2,2006,7632,1,0,0,5,Electric,0.0,57,69.2,25.3,990516,431.41,19,0
1391,75006,1861,3,3.3,1,2010,6541,3,1,0,4,Gas,0.0,178,58.8,45.1,630841,338.98,15,0
1392,75013,1481,5,1.4,2,2001,3704,1,0,0,4,Gas,0.0,86,74.4,37.2,732417,494.54,24,0
1393,75013,2695,4,1.5,1,1973,8304,2,1,0,3,Solar,0.0,140,83.6,17.9,1114366,413.49,52,0
1394,75001,1584,4,2.4,1,1967,7455,1,0,0,3,Gas,0.0,111,55.1,50.4,657313,414.97,58,0
1395,75013,2000,7,2.6,2,1988,8204,1,0,1,3,Electric,379.2,197,38.2,20.8,898586,449.29,37,0
1396,75010,2971,1,2.5,2,2001,7907,1,0,1,3,Electric,0.0,89,63.1,31.9,1045291,351.83,24,0
1397,75001,1524,4,2.3,2,1990,8095,1,0,1,3,Gas,0.0,183,51.8,51.1,691100,453.48,35,0
1398,75013,1837,6,2.0,2,2016,9195,1,0,1,3,Electric,0.0,43,53.5,13.2,867669,472.33,9,0
1399,75010,2071,3,2.7,1,2015,5958,2,0,1,5,Gas,0.0,148,56.6,30.1,776845,375.11,10,0
1400,75010,928,4,1.3,1,1976,11633,2,0,0,2,Gas,0.0,41,40.3,32.2,369670,398.35,49,0
1401,75013,1359,2,4.2,1,1957,6036,2,0,0,4,Gas,604.19,31,69.8,35.1,744408,547.76,68,0
1402,75013,2751,2,3.3,2,2020,1905,3,0,1,4,Electric,0.0,102,53.8,53.1,1058469,384.76,5,1
1403,75002,2271,1,1.8,1,1980,702,2,0,1,4,Gas,116.73,150,52.6,7.1,740394,326.02,45,0
1404,75013,2495,2,1.0,1,1951,9567,3,0,1,3,Gas,497.89,88,81.1,22.5,876154,351.16,74,0
1405,75001,2153,4,2.0,2,1992,8892,0,0,0,3,Gas,0.0,175,81.9,29.1,783117,363.73,33,0
1406,75013,828,2,2.9,2,1986,5756,1,0,1,5,Gas,0.0,22,76.3,36.7,550634,665.02,39,0
1407,75007,1389,6,3.4,2,1961,7477,1,0,0,3,Solar,0.0,11,53.7,40.5,523456,376.86,64,0
1408,75010,664,4,2.8,1,2023,9795,1,0,1,4,Gas,0.0,189,62.0,21.6,496795,748.19,2,1
1409,75002,2385,5,2.9,2,1959,6710,1,0,1,1,Gas,0.0,186,78.8,35.0,762049,319.52,66,0
1410,75010,3626,4,2.4,1,1965,468,2,0,1,4,Gas,0.0,87,66.8,42.0,1294011,356.87,60,0
1411,75010,1060,2,2.6,2,1955,3526,2,0,1,5,Solar,0.0,84,40.3,40.1,525054,495.33,70,0
1412,75001,2643,4,2.9,1,1951,6862,1,0,0,1,Electric,321.62,143,73.2,46.6,976126,369.33,74,0
1413,75013,2654,4,2.5,1,2012,9469,1,0,1,4,Gas,0.0,61,51.2,22.3,1020180,384.39,13,0
1414,75010,2112,3,2.0,1,1990,1277,0,0,0,3,Solar,640.84,91,50.3,51.5,737046,348.98,35,0
1415,75009,1178,3,2.6,1,2014,3569,2,0,0,3,Gas,0.0,184,52.3,25.4,354074,300.57,11,0
1416,75010,1480,6,2.4,2,1961,8082,2,0,1,4,Gas,0.0,166,69.8,25.9,708005,478.38,64,0
1417,75006,788,7,2.1,2,2001,6807,2,0,0,4,Gas,436.0,124,65.6,26.4,426755,541.57,24,0
1418,75007,1925,2,1.6,1,1993,8603,1,0,0,4,Electric,0.0,7,62.8,61.5,684945,355.82,32,0
1419,75001,2131,7,2.7,2,1980,6346,1,0,1,3,Electric,0.0,165,55.0,38.9,817942,383.83,45,0
1420,75007,2493,4,2.7,2,2000,11329,2,0,0,4,Gas,0.0,59,54.8,37.4,692392,277.73,25,0
1421,75010,1877,5,2.4,2,2013,5580,3,0,0,3,Gas,0.0,28,74.5,40.3,816472,434.99,12,0
1422,75009,1491,2,2.7,1,2000,7014,0,0,0,4,Electric,0.0,184,68.2,30.0,401661,269.39,25,0
1423,75001,1586,6,1.4,2,1981,8446,2,0,1,4,Solar,0.0,130,87.3,81.0,695363,438.44,44,0
1424,75010,1921,6,2.5,1,2008,7753,0,0,0,5,Electric,0.0,128,77.0,18.4,814118,423.8,17,0
1425,75010,2181,2,2.5,1,1985,8293,3,1,1,5,Solar,0.0,151,68.7,64.9,764827,350.68,40,0
1426,75001,2835,3,3.1,2,1979,13908,0,0,1,1,Gas,0.0,13,44.1,54.4,938532,331.05,46,0
1427,75010,3228,5,3.1,2,2018,3024,2,0,1,4,Gas,0.0,122,69.6,52.6,1335036,413.58,7,0
1428,75013,1995,7,2.0,2,2008,8928,2,0,1,5,Solar,0.0,13,75.9,59.4,913836,458.06,17,0
1429,75009,1353,4,1.7,2,1951,9212,2,0,0,3,Electric,0.0,37,78.2,38.5,395951,292.65,74,0
1430,75006,2737,5,2.7,1,1972,4001,2,0,0,4,Gas,0.0,75,56.7,49.2,903769,330.2,53,0
1431,75001,3534,3,1.5,2,1990,6365,2,0,1,4,Electric,776.18,152,42.7,27.3,1181818,334.41,35,0
1432,75010,1548,4,2.5,1,1994,10638,3,0,1,4,Gas,0.0,61,68.2,42.0,798047,515.53,31,0
1433,75001,1702,4,2.8,1,1985,6543,2,0,1,3,Gas,0.0,166,53.0,28.4,726949,427.11,40,0
1434,75006,1928,4,2.9,1,1980,6077,2,0,0,3,Gas,318.01,180,57.3,9.1,617103,320.07,45,0
1435,75006,2013,8,3.2,1,1955,9349,2,0,0,3,None,0.0,62,70.7,49.1,626286,311.12,70,0
1436,75013,1594,4,2.6,2,1998,18113,2,0,1,4,Solar,0.0,15,69.6,30.6,751800,471.64,27,0
1437,75007,1168,1,2.8,1,1960,9286,1,0,0,3,Gas,0.0,76,66.7,49.3,456118,390.51,65,0
1438,75013,2367,6,2.9,1,1962,8728,2,0,1,3,Gas,0.0,104,42.3,27.9,906996,383.18,63,0
1439,75001,1919,6,1.0,1,1950,2986,0,0,0,1,Gas,0.0,81,85.3,11.1,665403,346.74,75,0
1440,75010,2677,8,3.3,1,1970,6415,2,0,1,4,Electric,0.0,43,54.9,40.0,1001637,374.16,55,0
1441,75009,2327,5,2.1,2,2009,3623,2,0,1,3,None,174.83,9,67.1,27.5,602597,258.96,16,0
1442,75009,2612,3,2.2,2,1995,12010,2,0,0,4,Electric,174.91,102,49.2,24.8,653814,250.31,30,0
1443,75006,2038,7,2.8,2,1983,7478,2,1,0,3,Solar,0.0,109,47.2,40.7,666968,327.27,42,0
1444,75007,2421,3,3.2,1,2008,1913,1,0,1,2,Gas,0.0,86,57.7,46.0,722117,298.27,17,0
1445,75002,1564,5,2.5,2,1984,5579,0,1,0,3,Solar,0.0,71,68.9,31.6,681788,435.93,41,0
1446,75007,2302,3,2.5,2,1982,7096,2,0,1,4,Electric,0.0,21,54.0,17.7,706718,307.0,43,0
1447,75010,2607,5,1.8,2,1980,14012,2,1,1,4,None,0.0,132,62.2,32.9,1023853,392.73,45,0
1448,75009,2797,5,1.9,1,1969,8585,1,1,1,4,Gas,0.0,114,69.3,21.6,707357,252.9,56,0
1449,75010,1824,7,1.2,2,1973,7752,2,0,0,3,Gas,0.0,138,37.6,52.2,741288,406.41,52,0
1450,75013,2360,5,2.9,2,1969,9836,1,0,0,5,Electric,0.0,108,59.8,60.7,977862,414.35,56,0
1451,75001,2784,2,1.9,1,2006,4446,3,0,1,3,Electric,264.87,138,52.0,41.1,831441,298.65,19,0
1452,75002,1067,7,3.5,1,2001,2277,1,0,1,2,Electric,0.0,44,56.6,13.1,525118,492.14,24,0
1453,75010,1786,8,4.0,1,1979,7722,2,0,1,5,Solar,0.0,66,81.9,57.7,800998,448.49,46,0
1454,75007,2351,4,1.6,1,2013,10013,2,0,0,2,Gas,0.0,143,53.6,32.6,618732,263.18,12,0
1455,75010,1831,5,2.6,1,1986,6235,2,0,0,5,Gas,0.0,83,67.6,48.2,799326,436.55,39,0
1456,75013,1608,4,3.4,2,1965,2179,1,0,0,4,Solar,186.46,16,87.4,8.5,811973,504.96,60,0
1457,75010,2266,4,4.6,1,2004,10293,3,0,1,4,Electric,0.0,37,62.9,20.4,952156,420.19,21,0
1458,75013,1721,3,4.2,2,1992,3984,2,0,0,4,Electric,0.0,149,50.2,41.2,747194,434.16,33,0
1459,75002,2049,4,2.4,1,1998,10849,3,1,1,3,Gas,0.0,112,78.8,62.3,760496,371.15,27,0
1460,75010,1075,5,1.7,1,1955,13970,2,0,1,3,Electric,280.93,2,67.6,9.5,528860,491.96,70,0
1461,75010,1725,1,1.0,1,1978,7016,2,0,0,3,Gas,757.41,20,87.0,71.1,618435,358.51,47,0
1462,75001,2175,1,1.7,2,1975,1188,1,0,0,4,Solar,0.0,20,52.3,35.9,696866,320.4,50,0
1463,75001,1947,5,3.1,2,1976,6861,1,0,1,4,Electric,0.0,56,37.5,22.8,760598,390.65,49,0
1464,75001,1980,6,2.3,1,1970,13931,2,0,1,3,Gas,0.0,133,76.1,64.1,892377,450.7,55,0
1465,75009,2197,5,3.6,1,2023,5339,2,0,0,3,Gas,0.0,36,83.7,42.3,529996,241.24,2,1
1466,75010,2663,2,3.0,2,1978,8422,2,0,0,3,Gas,0.0,108,84.4,41.8,1032655,387.78,47,0
1467,75007,1861,2,3.1,2,1969,7805,1,1,0,4,Electric,0.0,164,80.8,58.9,518205,278.46,56,0
1468,75001,1993,4,1.9,1,1980,6915,2,1,1,4,Electric,0.0,57,65.3,49.8,790954,396.87,45,0
1469,75002,2052,3,2.2,2,1972,10960,2,1,1,4,Gas,321.59,58,52.0,43.0,706286,344.19,53,0
1470,75013,1720,1,2.9,1,2019,6845,1,0,1,2,Electric,0.0,163,39.4,60.5,620274,360.62,6,0
1471,75002,1535,4,2.0,1,1993,3912,3,0,1,4,Electric,0.0,77,100.0,40.9,689918,449.46,32,0
1472,75013,2513,4,2.4,2,2007,3489,1,0,0,3,Electric,0.0,14,61.8,66.4,813830,323.85,18,0
1473,75006,1309,2,3.7,2,1988,7214,2,0,0,5,Solar,0.0,63,50.9,23.6,548031,418.66,37,0
1474,75009,2363,3,1.6,1,1975,3009,1,1,1,3,Electric,0.0,149,48.7,11.4,553347,234.17,50,0
1475,75007,1881,3,1.5,1,1990,12637,1,0,1,3,None,0.0,169,59.2,50.0,596692,317.22,35,0
1476,75001,1803,6,2.7,2,1979,5127,1,0,1,4,Electric,0.0,28,68.1,48.8,786191,436.05,46,0
1477,75006,2201,4,3.9,1,2018,4281,3,0,0,3,Gas,0.0,167,75.5,28.3,627250,284.98,7,0
1478,75013,2292,2,2.6,1,2011,7367,2,0,1,4,Gas,447.29,47,71.5,41.6,946272,412.86,14,0
1479,75009,1384,4,2.7,1,1957,9741,2,1,1,3,Solar,0.0,170,52.6,42.8,375886,271.59,68,0
1480,75007,1985,3,2.8,1,1982,5999,2,0,1,5,Electric,0.0,30,66.1,51.5,540718,272.4,43,0
1481,75009,1741,6,2.4,2,1962,9077,2,0,0,4,None,0.0,61,71.6,9.4,427870,245.76,63,0
1482,75002,1561,5,1.7,1,1975,7396,2,0,1,4,Gas,0.0,31,78.1,55.6,695720,445.69,50,0
1483,75009,751,2,1.7,1,2003,7550,1,0,0,4,Solar,0.0,80,60.7,43.5,269024,358.22,22,0
1484,75010,2516,4,1.7,1,1967,4717,3,1,0,4,Gas,0.0,3,64.2,33.6,897052,356.54,58,0
1485,75001,2539,2,2.6,1,2022,718,2,0,1,3,Gas,0.0,24,67.3,41.6,863237,339.99,3,1
1486,75002,1306,4,1.9,2,1956,9380,1,0,1,4,Gas,168.16,127,58.0,53.3,588541,450.64,69,0
1487,75002,1941,4,4.0,1,2021,6186,1,0,1,4,Electric,0.0,30,58.0,47.6,647484,333.58,4,1
1488,75010,1270,8,2.3,2,1968,2834,0,0,0,5,Solar,0.0,50,53.3,19.6,631548,497.28,57,0
1489,75013,1791,4,3.2,2,1981,9825,2,0,0,4,Electric,134.02,24,77.3,42.6,983411,549.08,44,0
1490,75007,1621,3,2.4,2,1976,4500,2,0,1,4,Gas,0.0,75,100.0,32.5,636426,392.61,49,0
1491,75009,2814,4,1.0,1,1957,6789,0,0,0,2,Gas,648.35,65,75.5,31.2,615623,218.77,68,0
1492,75001,1181,4,2.5,2,1987,1063,1,0,0,5,Gas,0.0,104,63.3,55.3,476714,403.65,38,0
1493,75001,931,4,2.4,2,1968,3162,0,0,1,5,Gas,0.0,1,81.9,52.5,470347,505.21,57,0
1494,75006,1792,3,1.8,1,1979,2372,2,0,1,4,Gas,0.0,163,53.9,38.2,581981,324.77,46,0
1495,75010,1828,6,2.8,2,1960,10919,2,1,0,3,Gas,0.0,196,76.4,55.1,871362,476.68,65,0
1496,75009,3181,3,2.4,1,1996,3544,2,0,0,1,Gas,0.0,4,80.1,28.0,659704,207.39,29,0
1497,75002,1546,4,3.3,1,1953,9776,0,0,1,3,Gas,0.0,188,50.2,36.4,541062,349.98,72,0
1498,75001,2887,4,1.9,2,2006,1868,3,0,1,4,Solar,0.0,35,59.5,33.9,1065784,369.17,19,0
1499,75013,2304,2,1.8,1,2024,6771,1,0,1,4,Electric,0.0,134,58.6,18.5,988910,429.21,1,1
1500,75006,2993,2,1.8,2,1993,7888,2,1,1,2,Gas,0.0,122,56.2,36.4,769417,257.07,32,0
1501,75007,2168,2,2.0,2,1994,2443,1,0,0,1,Solar,0.0,34,57.0,45.4,630752,290.94,31,0
1502,75001,1034,6,2.4,1,1955,12600,2,0,0,3,Gas,0.0,106,83.8,40.8,523257,506.05,70,0
1503,75013,1445,3,3.1,1,2023,13271,1,0,0,3,None,0.0,29,69.7,36.9,767247,530.97,2,1
1504,75010,2329,2,3.1,2,1984,834,3,0,0,4,Electric,0.0,172,71.8,23.2,862130,370.17,41,0
1505,75009,1470,5,4.8,2,1999,2121,1,0,1,3,Solar,612.65,190,71.2,37.6,436110,296.67,26,0
1506,75007,3436,1,3.1,2,1966,3872,3,0,0,4,Gas,0.0,189,76.7,35.6,874792,254.6,59,0
1507,75001,904,5,3.7,2,1982,8945,1,0,0,3,None,0.0,5,76.9,37.4,498444,551.38,43,0
1508,75002,1624,6,3.1,2,1995,8742,2,0,1,4,Solar,0.0,152,73.5,38.9,632897,389.71,30,0
1509,75013,2284,6,1.9,1,1977,9191,1,0,0,1,Electric,0.0,83,71.9,25.7,902432,395.11,48,0
1510,75009,2013,4,2.6,2,2019,8281,2,1,0,3,Electric,0.0,65,74.5,31.9,557759,277.08,6,0
1511,75002,1718,5,2.3,1,2023,4535,2,0,1,4,Solar,0.0,99,58.2,83.0,603354,351.2,2,1
1512,75002,2870,4,2.0,2,1986,7823,3,0,1,5,Gas,0.0,42,37.6,33.0,1142667,398.14,39,0
1513,75006,2046,4,2.8,1,1981,9933,0,0,0,4,Electric,0.0,62,79.3,41.8,607340,296.84,44,0
1514,75009,2647,2,2.9,2,1964,2937,3,0,0,3,Gas,106.35,68,69.2,32.0,578696,218.62,61,0
1515,75009,1749,4,2.9,2,1964,14209,1,0,1,3,Solar,0.0,94,76.1,34.8,547122,312.82,61,0
1516,75009,2626,6,3.2,1,1951,5545,2,1,0,5,Gas,0.0,1,50.5,45.7,689347,262.51,74,0
1517,75013,2141,3,2.7,1,1985,2985,1,0,0,5,Solar,0.0,122,75.6,23.0,955121,446.11,40,0
1518,75013,1028,4,2.9,1,2024,5351,2,0,0,2,Electric,0.0,186,69.3,38.0,409719,398.56,1,1
1519,75010,1273,5,3.0,1,2000,5314,2,0,0,3,Electric,0.0,119,83.9,25.0,581358,456.68,25,0
1520,75010,2678,4,2.6,1,2014,586,3,0,1,5,Gas,0.0,159,61.8,61.0,1005963,375.64,11,0
